ENTIDAD FEDERATIVA;NIVEL DE ESTUDIOS;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN CON FORMACIÓN EN DOCENCIA E INVESTIGACIÓN;12;6;18;6;2;8;3;3;6;3;3;6
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA;4;27;31;1;3;4;2;22;24;2;16;18
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA SALUD;8;5;13;0;0;0;0;2;2;9;5;14
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS E INGENIERÍA;49;74;123;26;40;66;16;29;45;14;22;36
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS ECONÓMICAS;7;12;19;5;5;10;3;4;7;2;1;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EDUCATIVAS;11;5;16;0;0;0;0;0;0;17;1;18
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ACUICULTURA;14;8;22;7;6;13;4;4;8;4;4;8
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ADMINISTRACIÓN DE MATERIALES Y LOGÍSTICA;1;1;2;0;0;0;1;1;2;1;1;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ADMINISTRACIÓN INDUSTRIAL;1;0;1;0;0;0;1;1;2;1;1;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN AUTOMATIZACIÓN Y CONTROL;0;1;1;0;0;0;1;2;3;1;2;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN CIENCIAS DE LA COMPUTACIÓN;7;32;39;2;12;14;2;7;9;2;7;9
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN CIENCIAS DE LA TIERRA;25;32;57;5;9;14;6;9;15;6;9;15
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN CIENCIAS DE LA VIDA;48;28;76;17;9;26;13;15;28;13;15;28
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ECOLOGÍA MARINA;27;13;40;9;7;16;7;3;10;7;3;10
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ECOLOGÍA MOLECULAR Y BIOTECNOLOGÍA;2;4;6;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ELECTRÓNICA Y TELECOMUNICACIONES;4;35;39;1;9;10;2;7;9;2;7;9
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INGENIERÍA AEROESPACIAL;0;1;1;0;0;0;0;1;1;0;1;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INGENIERÍA MECATRÓNICA;1;5;6;0;3;3;1;1;2;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN NANOCIENCIAS;26;26;52;14;9;23;3;11;14;3;11;14
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN OCEANOGRAFÍA COSTERA;23;17;40;10;9;19;3;2;5;2;9;11
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN OCEANOGRAFÍA FÍSICA;12;15;27;4;7;11;5;7;12;5;7;12
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ÓPTICA;9;26;35;3;9;12;2;1;3;2;1;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN QUÍMICA;7;9;16;1;2;3;1;2;3;1;2;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN REDES Y TELECOMUNICACIONES;0;0;0;0;0;0;0;1;1;0;1;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS EN SISTEMAS DE CÓMPUTO DISTRIBUIDO;0;0;0;0;0;0;0;3;3;0;3;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS FORENSES;34;56;90;15;28;43;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS FORENSES Y VICTIMOLOGÍA;10;5;15;10;5;15;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS JURÍDICAS;39;25;64;39;25;64;16;19;35;1;2;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS MÉDICAS;7;2;9;7;2;9;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS PENALES;21;28;49;21;28;49;6;15;21;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CIENCIAS VETERINARIAS;12;13;25;2;3;5;9;2;11;4;4;8
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN COCINAS DE MÉXICO;12;9;21;4;5;9;8;2;10;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN COMERCIO EXTERIOR Y ADUANAS;8;1;9;8;1;9;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN COMERCIO INTERNACIONAL;0;0;0;0;0;0;0;1;1;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN COMERCIO INTERNACIONAL Y ADUANAS;0;3;3;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CRIMINALÍSTICA;6;14;20;6;14;20;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CRIMINOLOGÍA;55;33;88;20;8;28;38;23;61;8;6;14
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CRIMINOLOGÍA Y SEGURIDAD PÚBLICA;4;4;8;4;4;8;3;1;4;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN CULTURA ESCRITA;5;1;6;1;0;1;1;1;2;1;1;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN CURRICULUN, INNOVACION Y DIAGNOSTICO DE LA EDUCACION;0;1;1;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO;14;16;30;1;0;1;10;9;19;17;18;35
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO ADUANAL;10;8;18;5;6;11;1;3;4;2;1;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO ADUANERO;0;0;0;0;0;0;0;0;0;2;9;11
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO CIVIL;40;27;67;30;22;52;20;19;39;1;4;5
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN DERECHO CON CONCENTRACION EN DERECHO CONSTITUCIONAL Y AMPARO;3;3;6;1;1;2;5;3;8;5;3;8
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO CON CONCENTRACIÓN EN DERECHO CORPORATIVO INTERNACIONAL;10;6;16;2;3;5;2;2;4;2;2;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO CON ENFASIS EN CRIMINALISTICA;2;1;3;2;0;2;1;0;1;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO CON ÉNFASIS EN DERECHO CIVIL Y FAMILIAR;7;5;12;5;1;6;2;3;5;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO CON ÉNFASIS EN JUICIOS ORALES;2;4;6;2;3;5;1;0;1;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO CONSTITUCIONAL Y AMPARO;23;52;75;11;16;27;11;24;35;15;16;31
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO CORPORATIVO;8;10;18;8;10;18;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO FAMILIAR;16;10;26;6;8;14;3;1;4;3;1;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO FISCAL;38;33;71;27;20;47;14;19;33;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO FISCAL Y FINANCIERO;0;3;3;0;0;0;7;7;14;5;13;18
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO LABORAL;17;14;31;10;3;13;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO PARLAMENTARIO Y TÉCNICAS LEGISLATIVAS   ;8;13;21;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN DERECHO PROCESAL ACUSATORIO;8;14;22;3;4;7;22;32;54;22;32;54
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHO PROCESAL CIVIL, MERCANTIL Y FAMILIAR;7;6;13;3;5;8;12;10;22;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN DERECHO, CON CONCENTRACIÓN EN: DERECHO CORPORATIVO INTERNACIONAL/DERECHO CONSTITUCIONAL Y AMPARO ;11;14;25;0;0;0;6;4;10;6;4;10
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DERECHOS HUMANOS, CONSTITUCIONAL Y AMPARO;10;9;19;10;9;19;6;9;15;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DESARROLLO EDUCATIVO;0;0;0;0;0;0;0;0;0;1;0;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DESARROLLO HUMANO;5;5;10;2;3;5;0;0;0;1;0;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DESARROLLO ORGANIZACIONAL;20;21;41;6;13;19;11;7;18;8;5;13
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DESARROLLO REGIONAL;14;6;20;0;0;0;0;0;0;0;1;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DESARROLLO URBANO ÁREA SISTEMAS DE INFORMACIÓN GEOGRÁFICA;1;1;2;0;0;0;2;2;4;2;2;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DIRECCIÓN DE NEGOCIOS;4;5;9;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DIRECCIÓN DE OBRAS;19;24;43;4;9;13;2;7;9;1;3;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN DIRECCIÒN Y SUPERVISION ESCOLAR;54;25;79;37;20;57;27;9;36;23;9;32
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DISEÑO ESTRATEGICO DIGITAL;6;4;10;0;0;0;0;1;1;4;2;6
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DISEÑO MULTIMEDIA;0;0;0;0;0;0;0;0;0;1;0;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DISEÑO Y EVALUACIÓN ESTRUCTURAL ;4;11;15;0;0;0;0;0;0;1;4;5
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DOCENCIA;56;28;84;25;14;39;24;1;25;22;2;24
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DOCENCIA UNIVERSITARIA;0;0;0;0;0;0;0;0;0;2;1;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN DRAMATURGIA ESCÉNICA Y LITERARIA  ;3;3;6;3;3;6;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ECONOMÍA APLICADA;7;10;17;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN;296;128;424;127;58;185;119;58;177;79;41;120
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN BASADA EN COMPETENCIAS;29;18;47;11;3;14;12;3;15;19;6;25
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN BÁSICA;42;11;53;16;5;21;5;2;7;2;1;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CAMPO PRÁCTICA DOCENTE E INTEGRACIÓN CULTURAL;6;1;7;0;0;0;1;0;1;10;0;10
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON CAMPO EN EDUCACIÓN AMBIENTAL;11;10;21;4;4;8;2;5;7;7;7;14
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON CONCENTRACIÓN EN COMPETENCIAS PARA LAS MATEMÁTICAS;9;4;13;4;1;5;1;2;3;1;2;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON CONCENTRACIÓN EN DESARROLLO ORGANIZACIONAL;82;22;104;9;5;14;10;1;11;10;1;11
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON CONCENTRACIÓN EN EDUCACIÓN ESPECIAL;63;6;69;8;2;10;10;1;11;10;1;11
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN EDUCACIÓN CON CONCENTRACIÓN EN:  EDUCACIÓN ESPECIAL DESARROLLO ORGANIZACIONAL COMPETENCI;99;32;131;20;8;28;33;6;39;33;6;39
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ÉNFASIS EN COMPETENCIAS ;7;6;13;0;0;0;3;6;9;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ÉNFASIS EN LA ENSEÑANZA DE LAS ARTES;3;2;5;0;1;1;1;0;1;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ÉNFASIS EN LA ENSEÑANZA DE LAS MATEMÁTICAS;9;1;10;7;1;8;1;1;2;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ÉNFASIS EN LA ENSEÑANZA DEL ÁREA DE LAS CIENCIAS NATURALES;19;4;23;4;1;5;2;2;4;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ÉNFASIS EN LA ENSEÑANZA DEL ÁREA DE LAS CIENCIAS SOCIALES;13;3;16;9;2;11;2;2;4;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ÉNFASIS EN LA ENSEÑANZA DEL ESPAÑOL;9;2;11;3;0;3;2;4;6;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON OPCIÓN EN COMPETENCIAS PARA LAS MATEMÁTICAS;0;0;0;0;0;0;0;1;1;0;1;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON OPCIÓN EN DESARROLLO ORGANIZACIONAL;0;0;0;0;0;0;2;1;3;2;1;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON OPCIÓN EN EDUCACIÓN ESPECIAL;0;0;0;0;0;0;5;0;5;5;0;5
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN DE CAMPO: FORMACIÓN DOCENTE Y PRÁCTICA;0;0;0;0;0;0;0;0;0;6;1;7
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN ESPECIAL;112;19;131;37;6;43;43;5;48;10;1;11
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN FÍSICA Y DEPORTE;5;7;12;5;7;12;0;0;0;2;0;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN INCLUSIVA;17;5;22;17;5;22;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN MEDIA SUPERIOR;7;6;13;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN MEDIA SUPERIOR (MEMS) ;6;4;10;0;0;0;4;2;6;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN EDUCACION Y DESARROLLO DE LA PRACTICA EDUCATIVA;9;5;14;1;0;1;4;2;6;0;2;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EDUCACIÓN Y DOCENCIA;12;7;19;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN EL SISTEMA DE JUSTICIA PENAL ACUSATORIO ORAL;2;7;9;0;0;0;0;0;0;2;0;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ENFERMERÍA EN SALUD COMUNITARIA   ;4;1;5;4;1;5;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LA CIENCIA;4;5;9;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ESTUDIOS CULTURALES;8;9;17;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ESTUDIOS DE DESARROLLO GLOBAL;12;9;21;6;7;13;6;4;10;1;6;7
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ESTUDIOS DE MIGRACIÓN INTERNACIONAL    ;17;8;25;17;8;25;0;0;0;12;1;13
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ESTUDIOS DE POBLACIÓN;8;4;12;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ESTUDIOS SOCIOCULTURALES;7;4;11;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN EVALUACIÓN Y REABILITACIÓN NEUROPSICOLÓGICA   ;12;2;14;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN FACILITACIÓN DEL DESARROLLO HUMANO;0;0;0;0;0;0;1;0;1;1;0;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN FINANZAS;3;1;4;3;1;4;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN FINANZAS CORPORATIVAS;1;0;1;0;0;0;4;4;8;4;4;8
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN FOTOGRAFÍA      ;0;1;1;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN GERONTOLOGÍA;1;2;3;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN GERONTOLOGÍA SOCIAL;14;9;23;4;2;6;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN GESTION DE LA FOTOGRAFIA;1;0;1;0;0;0;3;1;4;3;1;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN GESTIÓN EDUCATIVA;0;0;0;0;0;0;2;12;14;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN GESTIÓN EJECUTIVA INTERNACIONAL;9;14;23;1;1;2;1;4;5;3;4;7
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN GESTIÓN INTEGRAL DEL AGUA;3;3;6;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN GESTIÓN Y POLÍTICA PÚBLICA;1;0;1;0;0;0;11;3;14;11;3;14
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN GESTIÓN Y POLÍTICAS PÚBLICAS;9;5;14;3;0;3;9;11;20;8;7;15
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN HISTORIA;7;8;15;0;0;0;0;0;0;1;2;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN IMPUESTOS;79;59;138;44;27;71;11;5;16;22;25;47
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN INDUSTRIAS CULTURALES Y CREATIVAS;0;0;0;0;0;0;6;1;7;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN INGENIERÍA AEROESPACIAL;0;2;2;0;2;2;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN INGENIERIA E INNOVACION;81;299;380;2;14;16;19;44;63;19;44;63
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN INGENIERÍA ELECTRÓNICA;0;4;4;0;1;1;1;3;4;1;3;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN INGENIERÍA INDUSTRIAL;9;12;21;6;4;10;6;8;14;5;11;16
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN JUICIOS ORALES;21;32;53;7;14;21;14;9;23;4;11;15
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN LENGUAS MODERNAS;35;17;52;20;8;28;18;4;22;7;4;11
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN LITIGACIÓN ORAL;2;4;6;0;1;1;1;3;4;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN LOGÍSTICA INTERNACIONAL;10;16;26;1;1;2;4;8;12;1;4;5
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN MANEJO DE ECOSISTEMAS EN ZONAS ÁRIDAS;23;11;34;10;4;14;6;2;8;9;6;15
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN MECANISMOS Y ALTERNATIVAS DE SOLUCIÓN DE CONTROVERSIAS;2;1;3;2;1;3;3;2;5;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN MEDIACIÓN INTERCULTURAL ;7;0;7;7;0;7;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE;0;0;0;0;0;0;1;2;3;1;2;3
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN MERCADOTECNIA;30;21;51;14;11;25;8;16;24;3;1;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN MERCADOTECNIA Y MEDIOS DIGITALES;18;10;28;14;4;18;4;1;5;3;1;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN NEGOCIOS SOCIALES   ;2;1;3;2;1;3;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN NEUROPSICOLOGÍA;62;20;82;22;8;30;13;3;16;13;3;16
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN NUTRICIÓN;6;0;6;6;0;6;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN NUTRICIÓN CLÍNICA;145;63;208;67;34;101;38;16;54;35;18;53
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN ORIENTACION Y TERAPIA FAMILIAR;28;4;32;12;3;15;5;0;5;5;2;7
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN ORTODONCIA Y ORTOPEDIA MAXILAR;12;5;17;8;1;9;6;1;7;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PEDAGOGÍA;100;46;146;70;31;101;39;11;50;39;11;50
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PLANEACION ESTRATEGICA DE CIUDADES;13;19;32;0;0;0;5;6;11;2;4;6
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PLANEACIÓN Y DESARROLLO SUSTENTABLE;3;1;4;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRIA EN PLANEACIÓN Y EVALUACIÓN GUBERNAMENTAL;3;4;7;0;0;0;1;7;8;1;7;8
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PREVENCIÓN Y TRATAMIENTO MULTIDISCIPLINARIO DE LAS ADICCIONES;36;29;65;11;8;19;16;10;26;19;7;26
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PRODUCCIÓN  ESCÉNICA;0;1;1;0;0;0;0;0;0;0;1;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PROYECTOS SOCIALES    ;15;3;18;15;3;18;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA;20;4;24;20;4;24;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA APLICADA;6;2;8;6;2;8;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA CLÍNICA;9;7;16;6;5;11;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA CON CONCENTRACIÓN EN EDUCACIÓN ESPECIAL;0;0;0;0;0;0;2;0;2;2;0;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA CON CONCENTRACIÓN EN PSICOLOGÍA CLÍNICA;0;0;0;0;0;0;1;0;1;1;0;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA CON CONCENTRACIÓN EN TERAPIA FAMILIAR;0;1;1;0;0;0;2;0;2;2;0;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGIA CON CONCENTRACIONES EN PSICOLOGIA CLINICA;1;0;1;0;0;0;3;1;4;3;1;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGIA CON CONCENTRACIONES EN: PSICOLOGIA CLINICA,TERAPIA FAMILIAR Y DESARROLLO ORGA;20;9;29;0;0;0;15;1;16;15;1;16
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA CRIMINOLÓGICA ;9;6;15;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA DE LA SALUD;15;1;16;7;0;7;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOLOGÍA FAMILIAR;2;0;2;0;0;0;4;2;6;2;0;2
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOPEDAGOGÍA INFANTIL Y DE LA ADOLESCENCIA;16;0;16;9;0;9;6;1;7;6;1;7
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA COGNITIVO CONDUCTUAL;53;30;83;27;17;44;27;7;34;1;3;4
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN PSICOTERAPIA DE NIÑOS;14;0;14;0;0;0;12;0;12;1;0;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN RECURSOS HUMANOS;1;0;1;0;0;0;1;0;1;1;0;1
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN SALUD PÚBLICA;7;2;9;7;2;9;10;5;15;0;0;0
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN SALUD PÚBLICA CON TERMINAL EN EPIDEMIOLOGÍA;18;5;23;10;4;14;13;9;22;4;1;5
BAJA CALIFORNIA;MAESTRÍA;MAESTRÍA EN SEGURIDAD PÚBLICA;1;0;1;1;0;1;0;0;0;1;0;1
