ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Solicitudes de Primer Ingreso Hombres;Solicitudes de Primer Ingreso Mujeres;Solicitudes de Primer Ingreso;Primer Ingreso Hombres;Primer Ingreso Mujeres;Primer Ingreso Total;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Egresados Hombres;Egresados Mujeres;Egresados Total
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN INDUSTRIAL;14;7;7;14;7;7;14;13;12;25;0;0;0
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN OPCIÓN TURISMO O MERCADOTECNIA;52;30;22;52;30;22;52;72;76;148;25;14;39
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA;39;9;8;17;9;8;17;15;19;34;2;5;7
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN RESTAURANTERA;60;9;0;9;9;0;9;24;15;39;9;12;21
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN TRIBUTARIA;113;83;30;113;34;14;48;95;53;148;0;1;1
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA;69;19;41;60;19;43;62;55;129;184;4;4;8
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN Y DOCENCIA DE CENTROS EDUCATIVOS;27;6;21;27;6;21;27;9;46;55;1;10;11
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN Y FINANZAS DE EMPRESAS;60;9;11;20;7;11;18;14;44;58;3;7;10
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN DE PEQUEÑAS Y MEDIANAS EMPRESAS;120;41;89;130;41;89;130;100;222;322;0;0;0
VERACRUZ;LICENCIATURA EN ADUANAS Y COMERCIO EXTERIOR;34;22;12;34;22;12;34;51;41;92;0;0;0
VERACRUZ;LICENCIATURA EN AGRONEGOCIOS;5;2;3;5;2;3;5;2;3;5;0;0;0
VERACRUZ;LICENCIATURA EN AGRONEGOCIOS INTERNACIONALES;51;28;26;54;22;21;43;51;57;108;0;0;0
VERACRUZ;LICENCIATURA EN ANTROPOLOGÍA HISTÓRICA;36;21;30;51;15;22;37;64;56;120;2;2;4
VERACRUZ;LICENCIATURA EN ANTROPOLOGÍA LINGÜÍSTICA;20;4;11;15;5;14;19;14;34;48;0;3;3
VERACRUZ;LICENCIATURA EN ANTROPOLOGÍA SOCIAL;35;33;27;60;19;16;35;64;77;141;2;2;4
VERACRUZ;LICENCIATURA EN ARQUEOLOGÍA;40;52;19;71;32;8;40;93;72;165;7;7;14
VERACRUZ;LICENCIATURA EN ARQUITECTURA;702;395;181;576;404;177;581;1046;499;1545;96;46;142
VERACRUZ;LICENCIATURA EN ARQUITECTURA DE INTERIORES;33;5;28;33;5;28;33;11;115;126;4;16;20
VERACRUZ;LICENCIATURA EN ARQUITECTURA Y URBANISMO;0;0;0;0;0;0;0;15;3;18;0;0;0
VERACRUZ;LICENCIATURA EN ARQUITECTURA/ADMINISTRACIÓN DE LA EMPRESA CONSTRUCTORA;20;10;10;20;6;2;8;21;8;29;0;0;0
VERACRUZ;LICENCIATURA EN ARTE DRAMÁTICO;0;0;0;0;0;0;0;1;1;2;0;0;0
VERACRUZ;LICENCIATURA EN ARTES PLÁSTICAS;0;0;0;0;0;0;0;0;0;0;22;13;35
VERACRUZ;LICENCIATURA EN ARTES VISUALES;40;101;96;197;25;15;40;93;62;155;2;1;3
VERACRUZ;LICENCIATURA EN BANCA Y FINANZAS;8;1;7;8;1;7;8;1;7;8;0;0;0
VERACRUZ;LICENCIATURA EN BIOLOGÍA;336;160;210;370;135;170;305;519;672;1191;21;30;51
VERACRUZ;LICENCIATURA EN BIOLOGÍA MARINA;136;100;74;174;44;64;108;132;210;342;0;0;0
VERACRUZ;LICENCIATURA EN CIENCIA POLÍTICA Y ADMINISTRACIÓN PÚBLICA;32;22;18;40;17;15;32;30;28;58;3;0;3
VERACRUZ;LICENCIATURA EN CIENCIAS ADMINISTRATIVAS;15;5;8;13;4;8;12;12;17;29;4;7;11
VERACRUZ;LICENCIATURA EN CIENCIAS ATMOSFÉRICAS;40;28;21;49;21;18;39;69;72;141;3;6;9
VERACRUZ;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;1056;449;640;1089;283;381;664;887;1269;2156;120;217;337
VERACRUZ;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;1254;351;740;1091;300;827;1127;677;2452;3129;121;515;636
VERACRUZ;LICENCIATURA EN CIENCIAS DE LA INFORMACIÓN;0;0;0;0;0;0;0;1;6;7;4;8;12
VERACRUZ;LICENCIATURA EN CIENCIAS DE LA INFORMÁTICA;0;0;0;0;0;0;0;8;10;18;6;3;9
VERACRUZ;LICENCIATURA EN CIENCIAS DEL DEPORTE;110;68;25;93;68;25;93;68;25;93;0;0;0
VERACRUZ;LICENCIATURA EN CIENCIAS POLÍTICAS;83;37;26;63;37;26;63;70;52;122;5;2;7
VERACRUZ;LICENCIATURA EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLICA;90;15;12;27;24;17;41;66;47;113;5;10;15
VERACRUZ;LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN;96;42;54;96;38;51;89;101;168;269;33;38;71
VERACRUZ;LICENCIATURA EN CIENCIAS Y TÉCNICAS ESTADÍSTICAS;125;18;19;37;58;64;122;96;135;231;2;10;12
VERACRUZ;LICENCIATURA EN COMERCIO EXTERIOR;139;46;23;69;46;23;69;92;100;192;11;8;19
VERACRUZ;LICENCIATURA EN COMERCIO EXTERIOR Y ADUANAS;0;0;0;0;0;0;0;4;5;9;2;0;2
VERACRUZ;LICENCIATURA EN COMERCIO INTERNACIONAL;256;110;63;173;66;43;109;169;167;336;18;29;47
VERACRUZ;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS;149;54;54;108;64;73;137;197;231;428;25;35;60
VERACRUZ;LICENCIATURA EN COMERCIO Y NEGOCIOS INTERNACIONALES;50;28;27;55;16;29;45;23;53;76;0;0;0
VERACRUZ;LICENCIATURA EN COMPUTACIÓN Y SISTEMAS;0;0;0;0;0;0;0;0;0;0;12;1;13
VERACRUZ;LICENCIATURA EN COMUNICACIÓN;341;108;133;241;85;118;203;168;277;445;17;36;53
VERACRUZ;LICENCIATURA EN COMUNICACIÓN POLÍTICA;25;10;15;25;0;0;0;1;3;4;0;0;0
VERACRUZ;LICENCIATURA EN COMUNICACIÓN Y DISEÑO GRÁFICO;78;52;26;78;52;26;78;128;167;295;14;23;37
VERACRUZ;LICENCIATURA EN COMUNICACIÓN Y PUBLICIDAD;28;0;0;0;11;13;24;29;56;85;14;21;35
VERACRUZ;LICENCIATURA EN CONTABILIDAD;27;17;23;40;11;19;30;15;22;37;9;9;18
VERACRUZ;LICENCIATURA EN CONTABILIDAD Y FINANZAS;20;9;4;13;9;4;13;9;4;13;0;0;0
VERACRUZ;LICENCIATURA EN CONTADURÍA;2160;938;1759;2697;611;1051;1662;2415;4409;6824;302;624;926
VERACRUZ;LICENCIATURA EN CONTADURÍA FINANCIERA;8;4;4;8;4;4;8;14;14;28;0;0;0
VERACRUZ;LICENCIATURA EN CONTADURÍA PÚBLICA;963;219;360;579;218;359;577;669;1215;1884;159;306;465
VERACRUZ;LICENCIATURA EN CONTADURÍA PÚBLICA E IMPUESTOS;20;0;0;0;0;0;0;2;3;5;1;1;2
VERACRUZ;LICENCIATURA EN CONTADURÍA PÚBLICA Y COMERCIO EXTERIOR;30;15;15;30;6;10;16;22;31;53;4;1;5
VERACRUZ;LICENCIATURA EN CONTADURÍA PÚBLICA Y COMERCIO INTERNACIONAL;15;0;0;0;0;0;0;0;1;1;0;0;0
VERACRUZ;LICENCIATURA EN CONTADURÍA PÚBLICA Y FINANZAS;10;0;0;0;0;0;0;2;3;5;2;1;3
VERACRUZ;LICENCIATURA EN CONTADURÍA Y FINANZAS;19;5;14;19;5;14;19;5;14;19;0;0;0
VERACRUZ;LICENCIATURA EN CONTROL Y GESTIÓN AMBIENTAL;18;8;10;18;8;10;18;8;10;18;0;0;0
VERACRUZ;LICENCIATURA EN COSMÉTICA Y COSMIATRIA;20;0;8;8;0;8;8;0;37;37;0;0;0
VERACRUZ;LICENCIATURA EN CREACIÓN Y DESARROLLO DE EMPRESAS;0;0;0;0;0;0;0;2;0;2;0;0;0
VERACRUZ;LICENCIATURA EN CRIMINALÍSTICA;120;54;51;105;54;51;105;54;51;105;0;0;0
VERACRUZ;LICENCIATURA EN CRIMINALÍSTICA Y CRIMINOLOGÍA;100;28;33;61;28;32;60;78;82;160;5;8;13
VERACRUZ;LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA;1475;686;789;1475;686;789;1475;1053;1201;2254;79;85;164
VERACRUZ;LICENCIATURA EN DANZA;22;31;114;145;13;52;65;34;126;160;2;3;5
VERACRUZ;LICENCIATURA EN DANZA FOLKLÓRICA MEXICANA;25;0;0;0;2;13;15;7;20;27;0;0;0
VERACRUZ;LICENCIATURA EN DERECHO;7636;4204;4700;8904;3321;3674;6995;8070;9158;17228;1266;1505;2771
VERACRUZ;LICENCIATURA EN DERECHO ADUANAL;30;0;0;0;0;0;0;19;16;35;1;5;6
VERACRUZ;LICENCIATURA EN DERECHO CON ACENTUACIÓN EN CORPORATIVOS Y AMPARO;25;15;6;21;15;6;21;26;17;43;0;0;0
VERACRUZ;LICENCIATURA EN DERECHO GUBERNAMENTAL;0;0;0;0;0;0;0;4;2;6;0;0;0
VERACRUZ;LICENCIATURA EN DERECHO Y ARGUMENTACIÓN JURÍDICA;35;10;10;20;8;4;12;13;9;22;0;0;0
VERACRUZ;LICENCIATURA EN DERECHO Y CIENCIAS POLÍTICAS;30;9;21;30;0;0;0;7;9;16;0;0;0
VERACRUZ;LICENCIATURA EN DESARROLLO EMPRESARIAL;15;2;8;10;2;8;10;4;11;15;0;0;0
VERACRUZ;LICENCIATURA EN DESARROLLO REGIONAL SUSTENTABLE;69;34;35;69;34;35;69;64;61;125;25;31;56
VERACRUZ;LICENCIATURA EN DESARROLLO SOCIAL Y FAMILIAR;0;0;0;0;0;0;0;0;0;0;12;86;98
VERACRUZ;LICENCIATURA EN DIRECCIÓN Y ADMINISTRACIÓN DE EMPRESAS;35;16;20;36;11;11;22;44;41;85;5;0;5
VERACRUZ;LICENCIATURA EN DISEÑO DE IMAGEN Y RELACIONES PÚBLICAS;24;5;19;24;5;19;24;8;62;70;0;14;14
VERACRUZ;LICENCIATURA EN DISEÑO DE LA COMUNICACIÓN VISUAL;25;118;139;257;5;20;25;46;69;115;0;0;0
VERACRUZ;LICENCIATURA EN DISEÑO DE MODAS;33;3;30;33;3;30;33;4;49;53;0;1;1
VERACRUZ;LICENCIATURA EN DISEÑO E INDUSTRIA DEL VESTIDO;25;5;20;25;3;15;18;5;52;57;0;4;4
VERACRUZ;LICENCIATURA EN DISEÑO GRÁFICO;681;237;262;499;219;231;450;584;684;1268;70;94;164
VERACRUZ;LICENCIATURA EN DISEÑO GRÁFICO EN MEDIOS DIGITALES;32;10;22;32;10;22;32;46;68;114;15;27;42
VERACRUZ;LICENCIATURA EN DISEÑO GRÁFICO Y ANIMACIÓN;15;5;5;10;4;2;6;7;7;14;0;0;0
VERACRUZ;LICENCIATURA EN DISEÑO INDUSTRIAL;21;7;14;21;7;14;21;36;37;73;2;1;3
VERACRUZ;LICENCIATURA EN DISEÑO TEXTIL;11;1;10;11;1;10;11;1;10;11;0;0;0
VERACRUZ;LICENCIATURA EN DISEÑO Y COMUNICACIÓN GRÁFICA;64;14;13;27;16;12;28;35;35;70;0;0;0
VERACRUZ;LICENCIATURA EN DISEÑO Y COMUNICACIÓN VISUAL;164;51;48;99;51;48;99;163;145;308;25;23;48
VERACRUZ;LICENCIATURA EN DISEÑO Y MERCADOTECNIA EN MODAS;13;2;11;13;2;11;13;4;54;58;2;17;19
VERACRUZ;LICENCIATURA EN DISEÑO Y PRODUCCIÓN DEL VESTIDO;20;3;7;10;1;3;4;4;9;13;0;3;3
VERACRUZ;LICENCIATURA EN DOCENCIA ÁREA ESPAÑOL;0;0;0;0;0;0;0;8;23;31;0;0;0
VERACRUZ;LICENCIATURA EN DOCENCIA TECNOLÓGICA;0;17;24;41;0;0;0;0;0;0;13;18;31
VERACRUZ;LICENCIATURA EN ECOLOGÍA Y CIENCIAS AMBIENTALES;25;2;3;5;1;1;2;1;4;5;0;0;0
VERACRUZ;LICENCIATURA EN ECONOMÍA;112;66;47;113;66;47;113;215;221;436;23;24;47
VERACRUZ;LICENCIATURA EN EDUCACIÓN;1158;356;702;1058;297;605;902;1006;2387;3393;159;447;606
VERACRUZ;LICENCIATURA EN EDUCACIÓN ARTÍSTICA;70;40;30;70;40;29;69;104;91;195;6;9;15
VERACRUZ;LICENCIATURA EN EDUCACIÓN ARTÍSTICA CON ÉNFASIS EN DANZA;35;5;20;25;3;9;12;3;9;12;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN BÁSICA;423;145;239;384;145;239;384;361;683;1044;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN DE ADULTOS;311;79;232;311;79;232;311;165;483;648;143;613;756
VERACRUZ;LICENCIATURA EN EDUCACIÓN DEPORTIVA;1258;941;317;1258;941;317;1258;1387;466;1853;241;112;353
VERACRUZ;LICENCIATURA EN EDUCACIÓN ESPECIAL;15;0;6;6;0;6;6;0;24;24;0;2;2
VERACRUZ;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL;86;9;77;86;4;26;30;17;64;81;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE PROBLEMAS DE APRENDIZAJE;120;22;235;257;11;73;84;28;265;293;1;82;83
VERACRUZ;LICENCIATURA EN EDUCACIÓN ESPECIALIDAD EN HISTORIA;0;0;0;0;0;0;0;1;0;1;12;13;25
VERACRUZ;LICENCIATURA EN EDUCACIÓN FÍSICA;451;686;208;894;301;89;390;917;289;1206;151;62;213
VERACRUZ;LICENCIATURA EN EDUCACIÓN FÍSICA Y DEPORTE;99;14;4;18;14;4;18;40;11;51;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN FÍSICA, DEPORTE Y RECREACIÓN;355;477;159;636;237;83;320;696;252;948;95;30;125
VERACRUZ;LICENCIATURA EN EDUCACIÓN INFANTIL;30;1;28;29;1;28;29;1;28;29;0;3;3
VERACRUZ;LICENCIATURA EN EDUCACIÓN MEDIA SUPERIOR;15;5;10;15;1;4;5;3;9;12;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN MUSICAL;35;50;33;83;20;16;36;53;65;118;13;12;25
VERACRUZ;LICENCIATURA EN EDUCACIÓN PREESCOLAR;980;110;1482;1592;13;553;566;29;1767;1796;6;423;429
VERACRUZ;LICENCIATURA EN EDUCACIÓN PREESCOLAR Y EDUCACIÓN PRIMARIA PARA EL MEDIO INDÍGENA;242;80;119;199;70;89;159;368;472;840;69;106;175
VERACRUZ;LICENCIATURA EN EDUCACIÓN PREESCOLAR Y PRIMARIA PARA EL ÁREA RURAL E INDÍGENA;0;0;0;0;0;0;0;15;57;72;15;35;50
VERACRUZ;LICENCIATURA EN EDUCACIÓN PREESCOLAR Y PRIMARIA PARA EL MEDIO RURAL;36;0;0;0;0;0;0;173;231;404;116;185;301
VERACRUZ;LICENCIATURA EN EDUCACIÓN PREESCOLAR Y PRIMARIA PARA EL MEDIO RURAL E INDÍGENA;0;0;0;0;0;0;0;10;18;28;13;14;27
VERACRUZ;LICENCIATURA EN EDUCACIÓN PRIMARIA;1045;464;1110;1574;125;273;398;424;944;1368;92;208;300
VERACRUZ;LICENCIATURA EN EDUCACIÓN PRIMARIA CON ENFOQUE INTERCULTURAL BILINGÜE;0;0;0;0;0;0;0;36;55;91;17;33;50
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA ÁREA EN TELESECUNDARIA;60;17;37;54;17;37;54;52;122;174;13;23;36
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA;25;0;0;0;0;0;0;1;0;1;4;6;10
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;25;5;9;14;5;9;14;19;49;68;4;12;16
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FORMACIÓN CÍVICA Y ÉTICA;0;0;0;0;0;0;0;9;17;26;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA;25;0;0;0;0;0;0;3;2;5;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;25;0;0;0;0;0;0;1;5;6;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN QUÍMICA;0;0;0;0;0;0;0;10;13;23;0;0;0
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA;121;311;512;823;44;69;113;118;202;320;20;31;51
VERACRUZ;LICENCIATURA EN EDUCACIÓN SECUNDARIA ESPECIALIDAD EN TELESECUNDARIA;60;135;203;338;25;35;60;71;85;156;14;16;30
VERACRUZ;LICENCIATURA EN EJECUCIÓN DE INSTRUMENTOS ORQUESTALES;17;33;22;55;14;3;17;28;11;39;4;2;6
VERACRUZ;LICENCIATURA EN ELECTRÓNICA;70;77;18;95;57;13;70;165;24;189;0;0;0
VERACRUZ;LICENCIATURA EN ENFERMERÍA;1445;572;2430;3002;287;1076;1363;916;3551;4467;48;209;257
VERACRUZ;LICENCIATURA EN ENSEÑANZA DE LENGUAS EXTRANJERAS;46;6;15;21;6;15;21;7;19;26;0;0;0
VERACRUZ;LICENCIATURA EN ENSEÑANZA DEL IDIOMA INGLÉS;20;10;10;20;3;9;12;3;9;12;0;0;0
VERACRUZ;LICENCIATURA EN ENSEÑANZA DEL INGLÉS;40;17;36;53;11;23;34;23;46;69;2;3;5
VERACRUZ;LICENCIATURA EN ESTADÍSTICA;0;0;0;0;0;0;0;0;0;0;0;0;0
VERACRUZ;LICENCIATURA EN ESTOMATOLOGÍA;24;7;17;24;7;17;24;7;17;24;0;0;0
VERACRUZ;LICENCIATURA EN ESTUDIOS DE JAZZ;35;53;7;60;30;4;34;30;4;34;0;0;0
VERACRUZ;LICENCIATURA EN FILOSOFÍA;125;79;40;119;76;44;120;191;97;288;20;5;25
VERACRUZ;LICENCIATURA EN FINANZAS;30;2;0;2;2;0;2;4;2;6;0;0;0
VERACRUZ;LICENCIATURA EN FINANZAS Y CONTADURÍA PÚBLICA;809;297;500;797;297;498;795;487;814;1301;11;43;54
VERACRUZ;LICENCIATURA EN FÍSICA;45;51;25;76;32;13;45;87;38;125;2;1;3
VERACRUZ;LICENCIATURA EN FISIOTERAPIA;30;11;19;30;9;19;28;9;19;28;0;0;0
VERACRUZ;LICENCIATURA EN FOTOGRAFÍA;20;58;68;126;12;8;20;35;22;57;0;2;2
VERACRUZ;LICENCIATURA EN GASTRONOMÍA;1042;416;488;904;403;477;880;889;1002;1891;61;79;140
VERACRUZ;LICENCIATURA EN GEOGRAFÍA;60;26;11;37;36;24;60;109;91;200;10;18;28
VERACRUZ;LICENCIATURA EN GERONTOLOGÍA;72;12;60;72;12;60;72;17;93;110;4;25;29
VERACRUZ;LICENCIATURA EN GESTIÓN AMBIENTAL;82;47;20;67;29;14;43;83;38;121;5;4;9
VERACRUZ;LICENCIATURA EN GESTIÓN DE EDUCACIÓN Y CAPACITACIÓN;138;75;63;138;40;35;75;107;145;252;1;7;8
VERACRUZ;LICENCIATURA EN GESTIÓN EMPRESARIAL TURÍSTICA;50;25;25;50;16;15;31;53;41;94;1;1;2
VERACRUZ;LICENCIATURA EN GESTIÓN INTERCULTURAL PARA EL DESARROLLO;160;54;92;146;28;57;85;132;238;370;18;28;46
VERACRUZ;LICENCIATURA EN GESTIÓN Y ADMINISTRACIÓN MUNICIPAL;89;48;41;89;48;41;89;87;77;164;80;121;201
VERACRUZ;LICENCIATURA EN GESTIÓN Y DIRECCIÓN DE NEGOCIOS;420;226;335;561;142;221;363;389;634;1023;12;48;60
VERACRUZ;LICENCIATURA EN GESTIÓN Y PROCESOS ELECTORALES;0;0;0;0;0;0;0;0;0;0;13;11;24
VERACRUZ;LICENCIATURA EN GUITARRA;5;33;22;55;4;1;5;14;1;15;0;0;0
VERACRUZ;LICENCIATURA EN HISTORIA;90;39;26;65;45;42;87;175;134;309;9;7;16
VERACRUZ;LICENCIATURA EN IDIOMA INGLÉS;625;223;402;625;223;402;625;293;536;829;0;0;0
VERACRUZ;LICENCIATURA EN IDIOMAS;236;41;128;169;34;107;141;124;282;406;6;26;32
VERACRUZ;LICENCIATURA EN INFORMÁTICA;661;238;89;327;227;87;314;1443;1029;2472;249;305;554
VERACRUZ;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;1039;478;431;909;467;426;893;649;609;1258;59;50;109
VERACRUZ;LICENCIATURA EN INGENIERÍA AMBIENTAL;25;5;16;21;10;6;16;35;18;53;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA AUTOMOTRIZ;100;87;4;91;87;4;91;87;4;91;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA CIVIL;243;224;53;277;167;28;195;433;82;515;29;6;35
VERACRUZ;LICENCIATURA EN INGENIERÍA ELECTRÓNICA Y COMUNICACIONES;100;85;27;112;68;31;99;364;155;519;41;14;55
VERACRUZ;LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN;20;3;1;4;3;1;4;3;1;4;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y DE COMUNICACIONES;3;2;1;3;2;0;2;6;0;6;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA EN MECATRÓNICA;7;6;1;7;6;1;7;6;1;7;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA EN SISTEMAS;7;4;3;7;4;3;7;12;5;17;0;1;1
VERACRUZ;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES;667;375;113;488;297;94;391;819;245;1064;92;41;133
VERACRUZ;LICENCIATURA EN INGENIERÍA EN SISTEMAS DE CÓMPUTO ADMINISTRATIVO;20;15;5;20;15;5;20;15;5;20;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA EN TELECOMUNICACIONES;19;14;5;19;14;5;19;40;15;55;10;2;12
VERACRUZ;LICENCIATURA EN INGENIERÍA INDUSTRIAL;629;361;124;485;343;108;451;926;319;1245;108;25;133
VERACRUZ;LICENCIATURA EN INGENIERÍA INDUSTRIAL ADMINISTRADOR;90;35;45;80;40;21;61;74;57;131;20;9;29
VERACRUZ;LICENCIATURA EN INGENIERÍA INDUSTRIAL EN OPERACIONES INTERNACIONALES;43;0;0;0;33;10;43;56;21;77;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS;6;43;31;74;42;24;66;103;60;163;16;7;23
VERACRUZ;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y SISTEMAS;30;21;9;30;18;9;27;41;30;71;8;0;8
VERACRUZ;LICENCIATURA EN INGENIERÍA MECÁNICA;92;55;8;63;59;3;62;106;4;110;3;0;3
VERACRUZ;LICENCIATURA EN INGENIERÍA MECÁNICA ELÉCTRICA;0;0;0;0;0;0;0;423;40;463;46;3;49
VERACRUZ;LICENCIATURA EN INGENIERÍA MECATRÓNICA EN EL ÁREA DE PROCESOS INDUSTRIALES;30;23;12;35;23;2;25;64;4;68;4;1;5
VERACRUZ;LICENCIATURA EN INGENIERÍA PETROLERA;2;20;10;30;20;5;25;35;15;50;0;0;0
VERACRUZ;LICENCIATURA EN INGENIERÍA QUÍMICA EN EL ÁREA DE HIDROCARBUROS;70;36;34;70;36;27;63;154;84;238;11;5;16
VERACRUZ;LICENCIATURA EN INGENIERO ARQUITECTO;14;8;6;14;8;6;14;35;9;44;12;6;18
VERACRUZ;LICENCIATURA EN INGLÉS;25;7;3;10;6;3;9;6;3;9;0;0;0
VERACRUZ;LICENCIATURA EN INSTRUMENTACIÓN Y ELECTRÓNICA;90;122;11;133;83;7;90;304;53;357;28;2;30
VERACRUZ;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0;0;0
VERACRUZ;LICENCIATURA EN IRRIGACIÓN Y DRENAJE AGRÍCOLA;0;0;0;0;0;0;0;0;0;0;10;4;14
VERACRUZ;LICENCIATURA EN LENGUA FRANCESA;50;25;61;86;17;33;50;60;113;173;3;6;9
VERACRUZ;LICENCIATURA EN LENGUA INGLESA;265;213;347;560;112;151;263;376;614;990;37;70;107
VERACRUZ;LICENCIATURA EN LENGUA Y LITERATURA HISPÁNICAS;60;20;81;101;14;46;60;91;145;236;4;3;7
VERACRUZ;LICENCIATURA EN LENGUAS;58;27;36;63;13;30;43;42;82;124;0;4;4
VERACRUZ;LICENCIATURA EN LENGUAS EXTRANJERAS;100;23;64;87;14;57;71;34;113;147;2;8;10
VERACRUZ;LICENCIATURA EN LETRAS;7;2;7;9;2;5;7;13;18;31;0;0;0
VERACRUZ;LICENCIATURA EN MATEMÁTICAS;51;47;33;80;30;21;51;93;60;153;0;2;2
VERACRUZ;LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA;385;319;66;385;319;66;385;494;103;597;0;0;0
VERACRUZ;LICENCIATURA EN MÉDICO CIRUJANO;85;43;42;85;43;42;85;147;166;313;15;18;33
VERACRUZ;LICENCIATURA EN MEDIOS DE LA INFORMACIÓN;30;11;19;30;11;19;30;11;19;30;0;0;0
VERACRUZ;LICENCIATURA EN MERCADOS Y NEGOCIOS INTERNACIONALES;53;21;32;53;21;32;53;83;127;210;13;31;44
VERACRUZ;LICENCIATURA EN MERCADOS Y RELACIONES INTERNACIONALES;0;7;2;9;7;2;9;26;23;49;9;3;12
VERACRUZ;LICENCIATURA EN MERCADOTECNIA;664;166;206;372;145;196;341;383;567;950;69;113;182
VERACRUZ;LICENCIATURA EN MERCADOTECNIA ESTRATÉGICA;54;28;26;54;8;11;19;42;67;109;4;15;19
VERACRUZ;LICENCIATURA EN MERCADOTECNIA INTERNACIONAL;0;1;3;4;1;3;4;2;4;6;0;0;0
VERACRUZ;LICENCIATURA EN MERCADOTECNIA Y COMUNICACIÓN;1;0;1;1;0;1;1;0;1;1;0;0;0
VERACRUZ;LICENCIATURA EN MERCADOTECNIA Y DISEÑO PUBLICITARIO;100;20;10;30;6;7;13;32;48;80;0;0;0
VERACRUZ;LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD;261;77;83;160;56;63;119;138;177;315;17;24;41
VERACRUZ;LICENCIATURA EN MÚSICA;67;184;91;275;79;35;114;299;137;436;10;12;22
VERACRUZ;LICENCIATURA EN NATUROPATIA;35;11;24;35;11;24;35;47;112;159;0;0;0
VERACRUZ;LICENCIATURA EN NEGOCIO Y COMERCIO INTERNACIONAL;0;0;0;0;0;0;0;1;0;1;5;5;10
VERACRUZ;LICENCIATURA EN NEGOCIOS INTERNACIONALES;342;54;91;145;51;82;133;196;318;514;37;84;121
VERACRUZ;LICENCIATURA EN NEGOCIOS Y COMERCIO INTERNACIONAL;43;18;34;52;3;26;29;21;49;70;7;8;15
VERACRUZ;LICENCIATURA EN NUTRICIÓN;318;212;541;753;89;210;299;315;854;1169;40;109;149
VERACRUZ;LICENCIATURA EN NUTRICIÓN Y CIENCIAS DE LOS ALIMENTOS;18;5;13;18;5;13;18;5;13;18;0;0;0
