ENTIDAD FEDERATIVA;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN PRIMARIA;1789;582;2371;490;192;682;323;114;437;91;43;134
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA;66;42;108;29;18;47;27;15;42;24;14;38
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;125;44;169;35;14;49;30;7;37;29;7;36
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FÍSICA;25;24;49;13;10;23;7;1;8;7;1;8
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN FORMACIÓN CÍVICA Y ÉTICA;49;20;69;13;5;18;15;7;22;15;7;22
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN GEOGRAFÍA;21;25;46;7;8;15;16;8;24;16;8;24
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA;15;33;48;6;18;24;14;3;17;14;3;17
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS);43;23;66;14;11;25;15;10;25;15;10;25
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;90;75;165;25;22;47;19;25;44;19;24;43
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN QUÍMICA;28;23;51;10;10;20;14;10;24;14;10;24
NUEVO LEÓN;LICENCIATURA EN INCLUSIÓN EDUCATIVA;194;9;203;99;7;106;0;0;0;0;0;0
NUEVO LEÓN;ARQUITECTO;2828;2778;5606;450;380;830;320;292;612;302;302;604
NUEVO LEÓN;ARQUITECTURA;16;25;41;6;2;8;2;2;4;0;0;0
NUEVO LEÓN;BIÓLOGO;382;384;766;73;54;127;38;27;65;30;31;61
NUEVO LEÓN;CIRUJANO DENTISTA;2636;1135;3771;505;183;688;239;88;327;130;62;192
NUEVO LEÓN;CONTADOR PÚBLICO;490;404;894;69;56;125;49;35;84;27;13;40
NUEVO LEÓN;CONTADOR PÚBLICO Y AUDITOR;420;590;1010;97;113;210;166;175;341;117;119;236
NUEVO LEÓN;INGENIERÍA ADMINISTRADOR DE SISTEMAS;707;2044;2751;106;295;401;87;258;345;98;218;316
NUEVO LEÓN;INGENIERÍA ADMINISTRADOR EN TECNOLOGÍAS DE INFORMACIÓN CON ACENTUACIÓN EN BASE DE DATOS Y REDES;34;132;166;0;0;0;1;10;11;2;9;11
NUEVO LEÓN;INGENIERÍA ADMINISTRADOR EN TECNOLOGÍAS DE INFORMACIÓN CON ACENTUACIÓN EN DISEÑO Y ADMINISTRACIÓN DE SOFTWARE;34;132;166;0;0;0;1;10;11;2;9;11
NUEVO LEÓN;INGENIERÍA ADMINISTRADOR EN TECNOLOGÍAS DE INFORMACIÓN CON ACENTUACIÓN EN NEGOCIOS ELECTRÓNICOS;34;132;166;0;0;0;1;10;11;2;9;11
NUEVO LEÓN;INGENIERÍA AGRÓNOMO;189;331;520;37;76;113;26;47;73;13;42;55
NUEVO LEÓN;INGENIERÍA AMBIENTAL;273;215;488;99;74;173;2;5;7;2;4;6
NUEVO LEÓN;INGENIERÍA ARQUITECTO;114;236;350;0;0;0;20;46;66;10;26;36
NUEVO LEÓN;INGENIERÍA AVANZADA EN MANUFACTURA Y CALIDAD;0;3;3;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA BIOMÉDICA;1;1;2;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA BIOMÉDICO;202;173;375;64;46;110;20;37;57;20;36;56
NUEVO LEÓN;INGENIERÍA CIVIL;512;2347;2859;77;375;452;73;282;355;46;262;308
NUEVO LEÓN;INGENIERÍA COMERCIAL;11;14;25;5;5;10;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA ELECTROMECÁNICA;17;312;329;1;73;74;0;12;12;0;12;12
NUEVO LEÓN;INGENIERÍA ELECTRÓNICA;7;111;118;0;27;27;0;1;1;0;0;0
NUEVO LEÓN;INGENIERÍA ELECTRÓNICA EN INSTRUMENTACIÓN;2;3;5;0;0;0;0;2;2;0;0;0
NUEVO LEÓN;INGENIERÍA EN ADMINISTRACIÓN DE SISTEMAS;9;23;32;4;5;9;0;3;3;0;0;0
NUEVO LEÓN;INGENIERÍA EN AERONÁUTICA;142;570;712;25;89;114;22;100;122;18;69;87
NUEVO LEÓN;INGENIERÍA EN AGRICULTURA SUSTENTABLE Y PROTEGIDA;24;78;102;0;0;0;3;14;17;2;1;3
NUEVO LEÓN;INGENIERÍA EN AGROBIOTECNOLOGÍA;0;3;3;0;2;2;0;3;3;0;3;3
NUEVO LEÓN;INGENIERÍA EN AGRONEGOCIOS;89;174;263;17;35;52;8;15;23;2;11;13
NUEVO LEÓN;INGENIERÍA EN BIONEGOCIOS;1;3;4;0;0;0;3;3;6;3;3;6
NUEVO LEÓN;INGENIERÍA EN BIOTECNOLOGÍA;464;347;811;126;97;223;60;43;103;50;40;90
NUEVO LEÓN;INGENIERÍA EN CADENA DE SUMINISTRO Y LOGÍSTICA;1;4;5;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN CONTROL Y COMPUTACIÓN;0;1;1;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN DESARROLLO DE APLICACIONES COMPUTACIONALES;2;7;9;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN DESARROLLO E INNOVACIÓN EMPRESARIAL;163;144;307;0;0;0;36;70;106;23;45;68
NUEVO LEÓN;INGENIERÍA EN DESARROLLO SUSTENTABLE;148;123;271;22;13;35;21;21;42;21;19;40
NUEVO LEÓN;INGENIERÍA EN DISEÑO AUTOMOTRIZ;9;133;142;0;0;0;1;26;27;1;26;27
NUEVO LEÓN;INGENIERÍA EN DISEÑO INDUSTRIAL;56;129;185;22;71;93;7;10;17;0;0;0
NUEVO LEÓN;INGENIERÍA EN DISEÑO INDUSTRIAL E INNOVACIÓN TECNOLÓGICA;48;150;198;0;0;0;7;35;42;3;12;15
NUEVO LEÓN;INGENIERÍA EN ELECTROMECÁNICA;3;121;124;0;22;22;0;10;10;1;6;7
NUEVO LEÓN;INGENIERÍA EN ELECTRÓNICA E INSTRUMENTACIÓN;2;3;5;0;0;0;0;2;2;0;0;0
NUEVO LEÓN;INGENIERÍA EN ELECTRÓNICA Y AUTOMATIZACIÓN;91;962;1053;26;157;183;9;82;91;9;93;102
NUEVO LEÓN;INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES;85;426;511;8;49;57;12;64;76;8;104;112
NUEVO LEÓN;INGENIERÍA EN ELECTRÓNICA Y TELECOMUNICACIONES;2;12;14;0;1;1;0;3;3;0;3;3
NUEVO LEÓN;INGENIERIA EN ENERGIA SOSTENIBLE;11;24;35;2;4;6;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN ENERGÍAS ALTERNATIVAS;2;7;9;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN GESTIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN;5;5;10;2;2;4;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN GESTIÓN EMPRESARIAL;870;596;1466;219;151;370;73;49;122;27;15;42
NUEVO LEÓN;INGENIERÍA EN GESTIÓN ORGANIZACIONAL;2;0;2;0;0;0;0;1;1;0;0;0
NUEVO LEÓN;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;522;214;736;76;30;106;95;36;131;72;41;113
NUEVO LEÓN;INGENIERÍA EN INNOVACIÓN Y DESARROLLO;185;475;660;78;260;338;12;26;38;11;26;37
NUEVO LEÓN;INGENIERÍA EN LOGÍSTICA INTERNACIONAL;29;18;47;0;0;0;10;7;17;8;4;12
NUEVO LEÓN;INGENIERÍA EN MANEJO DE RECURSOS NATURALES;50;44;94;15;15;30;19;13;32;13;7;20
NUEVO LEÓN;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;39;535;574;0;0;0;12;171;183;12;134;146
NUEVO LEÓN;INGENIERÍA EN MANUFACTURA;162;536;698;19;79;98;8;39;47;9;15;24
NUEVO LEÓN;INGENIERÍA EN MATERIALES;204;393;597;34;53;87;13;38;51;15;29;44
NUEVO LEÓN;INGENIERÍA EN MECÁNICA INDUSTRIAL;20;240;260;4;38;42;2;33;35;1;8;9
NUEVO LEÓN;INGENIERIA EN MECATRÓNICA;14;121;135;3;24;27;3;13;16;3;13;16
NUEVO LEÓN;INGENIERÍA EN MECATRÓNICA;822;5586;6408;190;846;1036;78;637;715;65;420;485
NUEVO LEÓN;INGENIERÍA EN MULTIMEDIA Y ANIMACIÓN DIGITAL;10;24;34;3;10;13;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN NANOTECNOLOGÍA;8;8;16;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN NANOTECNOLOGÍA Y CIENCIAS QUÍMICAS;149;205;354;37;62;99;17;11;28;17;11;28
NUEVO LEÓN;INGENIERÍA EN NEGOCIOS Y TECNOLOGÍAS DE INFORMACIÓN;108;215;323;12;5;17;14;29;43;14;29;43
NUEVO LEÓN;INGENIERÍA EN PREVENCIÓN DE RIESGOS;21;63;84;12;38;50;0;2;2;0;0;0
NUEVO LEÓN;INGENIERÍA EN PRODUCCIÓN MUSICAL DIGITAL;40;180;220;8;28;36;6;28;34;6;28;34
NUEVO LEÓN;INGENIERÍA EN SEGURIDAD INDUSTRIAL;45;100;145;11;22;33;6;33;39;0;0;0
NUEVO LEÓN;INGENIERIA EN SEGURIDAD INDUSTRIAL Y LABORAL;8;28;36;5;14;19;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN SISTEMAS COMPUTACIONALES;383;1305;1688;135;471;606;47;188;235;6;38;44
NUEVO LEÓN;INGENIERÍA EN SISTEMAS COMPUTACIONALES CON ACENTUACIÓN EN SOFTWARE;0;12;12;0;2;2;2;3;5;0;0;0
NUEVO LEÓN;INGENIERÍA EN SISTEMAS DIGITALES Y ROBÓTICA;38;179;217;7;23;30;5;26;31;5;26;31
NUEVO LEÓN;INGENIERÍA EN SISTEMAS PRODUCTIVOS;76;174;250;0;0;0;26;55;81;22;54;76
NUEVO LEÓN;INGENIERIA EN SISTEMAS Y DESARROLLO DE APLICACIONES;7;36;43;5;7;12;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍA AMBIENTAL;14;12;26;0;0;0;1;8;9;1;7;8
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍA DE INFORMACIÓN Y COMUNICACIÓN;1;5;6;0;0;0;0;3;3;0;3;3
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍA DE SOFTWARE;271;1447;1718;39;222;261;20;87;107;23;60;83
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS COMPUTACIONALES;153;825;978;37;193;230;14;100;114;13;84;97
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN CON ACENTUACIÓN EN COMUNICACIONES;2;9;11;2;1;3;0;3;3;0;1;1
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN CON ACENTUACIÓN EN DESARROLLO DE SOFTWARE;7;40;47;2;8;10;4;13;17;0;1;1
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN;12;45;57;9;17;26;0;1;1;0;1;1
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;47;153;200;1;5;6;19;48;67;14;26;40
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;109;264;373;0;0;0;38;104;142;29;85;114
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS DE LA PRODUCCIÓN;13;18;31;0;0;0;3;5;8;1;10;11
NUEVO LEÓN;INGENIERÍA EN TECNOLOGÍAS ELECTRÓNICAS;0;29;29;0;14;14;2;13;15;1;7;8
NUEVO LEÓN;INGENIERÍA FINANCIERA;79;59;138;56;40;96;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA FÍSICO INDUSTRIAL;82;312;394;22;63;85;5;33;38;5;32;37
NUEVO LEÓN;INGENIERÍA FORESTAL;46;69;115;7;7;14;10;15;25;9;8;17
NUEVO LEÓN;INGENIERÍA GEOFÍSICO;26;36;62;1;3;4;13;7;20;6;7;13
NUEVO LEÓN;INGENIERÍA GEÓLOGO;71;76;147;11;11;22;17;21;38;9;26;35
NUEVO LEÓN;INGENIERÍA GEÓLOGO AMBIENTAL;0;3;3;0;0;0;1;0;1;1;1;2
NUEVO LEÓN;INGENIERÍA GEÓLOGO MINERALOGISTA;47;76;123;5;16;21;7;18;25;8;14;22
NUEVO LEÓN;INGENIERÍA INDUSTRIAL;705;1601;2306;182;451;633;95;145;240;41;38;79
NUEVO LEÓN;INGENIERÍA INDUSTRIAL ADMINISTRADOR;1557;2142;3699;268;395;663;235;345;580;152;238;390
NUEVO LEÓN;INGENIERÍA INDUSTRIAL EN CALIDAD;86;138;224;62;95;157;0;0;0;0;0;0
NUEVO LEÓN;INGENIERIA INDUSTRIAL EN PRODUCTIVIDAD CON ACENTUACION EN LOGISTICA;1;5;6;0;1;1;1;5;6;0;0;0
NUEVO LEÓN;INGENIERÍA INDUSTRIAL EN PRODUCTIVIDAD CON ACENTUACIÓN EN SEGURIDAD INDUSTRIAL;1;6;7;1;3;4;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA INDUSTRIAL Y DE MANTENIMIENTO;32;402;434;22;246;268;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA INDUSTRIAL Y DE SISTEMAS;537;1438;1975;85;279;364;96;243;339;82;201;283
NUEVO LEÓN;INGENIERÍA INDUSTRIAL Y DE SISTEMAS DE INFORMACIÓN;30;67;97;10;15;25;3;21;24;0;0;0
NUEVO LEÓN;INGENIERÍA INDUSTRIAL Y LOGÍSTICA;73;232;305;0;0;0;3;16;19;5;22;27
NUEVO LEÓN;INGENIERÍA INFORMÁTICA;0;0;0;0;0;0;0;0;0;1;0;1
NUEVO LEÓN;INGENIERÍA MECÁNICA ELÉCTRICA;0;11;11;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA MECÁNICA EN PROCESOS DE INYECCIÓN;4;31;35;2;11;13;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA MECÁNICO ADMINISTRADOR;1497;4568;6065;167;601;768;183;547;730;133;453;586
NUEVO LEÓN;INGENIERÍA MECÁNICO ELECTRICISTA;216;3077;3293;36;532;568;27;409;436;23;338;361
NUEVO LEÓN;INGENIERÍA MECATRÓNICA;86;1021;1107;9;228;237;9;207;216;7;155;162
NUEVO LEÓN;INGENIERÍA PETROLERO;47;112;159;13;25;38;7;33;40;4;33;37
NUEVO LEÓN;INGENIERIA PETROQUIMICO;2;5;7;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA QUÍMICA;5;13;18;1;5;6;0;0;0;0;0;0
NUEVO LEÓN;INGENIERÍA QUÍMICA DE PROCESOS INDUSTRIALES    ;42;48;90;0;0;0;12;31;43;0;0;0
NUEVO LEÓN;INGENIERÍA QUÍMICO;534;861;1395;125;176;301;49;76;125;43;57;100
NUEVO LEÓN;INGENIERÍA QUÍMICO ADMINISTRADOR;204;354;558;0;0;0;48;70;118;48;70;118
NUEVO LEÓN;INGENIERÍA QUÍMICO EN PROCESOS SUSTENTABLES;120;188;308;52;79;131;19;18;37;19;17;36
NUEVO LEÓN;INGENIERO BIOMÉDICO;81;95;176;51;50;101;0;0;0;0;0;0
NUEVO LEÓN;INGENIERO EMPRESARIAL Y TECNOLOGIAS DE INFORMACION;23;42;65;6;10;16;3;6;9;0;0;0
NUEVO LEÓN;INGENIERO EN SISTEMAS COMPUTACIONALES    ;8;34;42;8;34;42;7;30;37;0;0;0
NUEVO LEÓN;INGENIERO INDUSTRIAL ADMINISTRADOR;75;257;332;55;200;255;8;19;27;3;28;31
NUEVO LEÓN;INGENIERO MECÁNICO ADMINISTRADOR;5;33;38;0;5;5;1;9;10;3;14;17
NUEVO LEÓN;INGENIERO MECÁNICO ELECTRICISTA;52;270;322;11;68;79;7;40;47;8;24;32
NUEVO LEÓN;INGENIERO PROGRAMADOR Y ANALISTA  ;0;2;2;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;LICENCIADO EN ADMINISTRACION Y EMPRENDIMIENTO;58;47;105;14;10;24;8;3;11;0;0;0
NUEVO LEÓN;LICENCIADO EN DERECHO;6;19;25;2;2;4;1;6;7;0;0;0
NUEVO LEÓN;LICENCIADO EN MERCADOTECNIA ;1;2;3;1;2;3;0;0;0;0;0;0
NUEVO LEÓN;LICENCIADO EN NEGOCIOS INTERNACIONALES;25;31;56;13;16;29;0;0;0;0;0;0
NUEVO LEÓN;LICENCIADO EN PSICOLOGIA;8;1;9;8;1;9;2;0;2;0;0;0
NUEVO LEÓN;LICENCIADO EN TRANSFORMACIÓN SOCIAL;25;6;31;4;1;5;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA ADMINISTRACIÓN DE NEGOCIOS;222;181;403;52;38;90;68;60;128;13;21;34
NUEVO LEÓN;LICENCIATURA CONTADOR PÚBLICO Y AUDITOR;158;143;301;67;64;131;4;0;4;6;6;12
NUEVO LEÓN;LICENCIATURA DE CONTADOR PÚBLICO Y AUDITOR;77;145;222;13;38;51;8;17;25;8;17;25
NUEVO LEÓN;LICENCIATURA EN ACTUARIA;570;728;1298;121;174;295;55;59;114;51;48;99
NUEVO LEÓN;LICENCIATURA EN ADMINISTACION DE COMERCIO Y TRANSPORTE;14;36;50;3;5;8;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN;6409;5146;11555;1361;1225;2586;824;619;1443;793;547;1340
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACION CON ACENTUACION EN EMPRESAS;584;393;977;192;142;334;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN CON ACENTUACIÓN EN FINANZAS;26;19;45;9;6;15;6;3;9;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACION CON ACENTUACION EN GESTION TURISTICA;67;26;93;32;10;42;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN CON ACENTUACIÓN EN MERCADOTECNÍA;213;117;330;85;42;127;3;5;8;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN CON ACENTUACIÓN EN SISTEMAS;0;0;0;0;0;0;1;2;3;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN CULINARIA;38;53;91;5;18;23;18;16;34;18;16;34
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;2762;2683;5445;637;626;1263;666;638;1304;451;412;863
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS CON ACENTUACIÓN EN FINANZAS;8;7;15;5;7;12;1;1;2;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS CON ACENTUACIÓN EN MERCADOTECNIA;2;3;5;2;2;4;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;136;39;175;37;8;45;28;12;40;25;10;35
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE ENERGÍA Y DESARROLLO SUSTENTABLE;207;206;413;48;43;91;26;19;45;16;8;24
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE LA NUTRICIÓN;64;20;84;23;6;29;14;2;16;7;0;7
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS;144;134;278;41;48;89;25;19;44;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS GASTRONÓMICOS  ;12;13;25;8;4;12;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;307;379;686;50;46;96;47;48;95;17;28;45
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS TURÍSTICOS;21;19;40;3;3;6;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE RECURSOS HUMANOS;7;3;10;1;3;4;0;0;0;2;1;3
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN;1;6;7;0;0;0;1;3;4;0;1;1
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN;13;13;26;6;7;13;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN EMPRESARIAL;2;2;4;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN EN TECNOLOGÍAS DE INFORMACIÓN;0;2;2;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN ESTRATÉGICA;18;28;46;5;10;15;0;2;2;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN ESTRATÉGICA DE NEGOCIOS;30;27;57;4;5;9;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN FINANCIERA;445;724;1169;240;274;514;56;112;168;33;95;128
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN GASTRONÓMICA;38;37;75;7;6;13;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN EMPRESARIAL;25;19;44;13;15;28;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN Y ESTRATEGIA DE NEGOCIOS;293;390;683;41;53;94;43;34;77;43;32;75
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN Y FINANZAS;92;148;240;21;39;60;14;20;34;8;8;16
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN Y MERCADOTECNIA;13;14;27;7;5;12;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES;15;26;41;7;17;24;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ADMINISTRACIÓN Y NUEVOS NEGOCIOS;62;43;105;31;24;55;5;4;9;4;3;7
NUEVO LEÓN;LICENCIATURA EN AGRONEGOCIOS INTERNACIONALES;0;0;0;0;0;0;0;1;1;0;1;1
NUEVO LEÓN;LICENCIATURA EN ANIMACIÓN;62;55;117;16;13;29;6;10;16;0;0;0
NUEVO LEÓN;LICENCIATURA EN ANIMACIÓN DIGITAL;43;62;105;14;14;28;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ANIMACIÓN Y ARTE DIGITAL;150;136;286;37;18;55;24;17;41;23;17;40
NUEVO LEÓN;LICENCIATURA EN ANIMACIÓN Y EFECTOS DIGITALES;51;60;111;14;14;28;1;5;6;1;5;6
NUEVO LEÓN;LICENCIATURA EN ANTROPOLOGÍA;1;0;1;1;0;1;0;2;2;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARQUEOLOGÍA;2;4;6;0;2;2;0;1;1;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARQUITECTO;365;189;554;99;39;138;18;8;26;18;8;26
NUEVO LEÓN;LICENCIATURA EN ARQUITECTURA;432;776;1208;101;205;306;76;149;225;46;114;160
NUEVO LEÓN;LICENCIATURA EN ARQUITECTURA DE ESPACIOS INTERIORES;4;0;4;0;0;0;13;1;14;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARQUITECTURA DE ESPACIOS Y EXPERIENCIAS EN INTERIORES;74;4;78;15;1;16;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARQUITECTURA DE INTERIORES;18;3;21;8;1;9;4;1;5;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARQUITECTURA Y ESTRATEGIAS URBANAS;37;30;67;6;2;8;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARTE CULINARIO;13;12;25;9;9;18;3;5;8;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARTE DIGITAL Y MULTIMEDIA;21;23;44;21;21;42;0;2;2;0;2;2
NUEVO LEÓN;LICENCIATURA EN ARTE DIGITAL Y NEGOCIOS MULTIMEDIA;9;4;13;0;0;0;7;4;11;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARTE TEATRAL;150;88;238;55;32;87;20;8;28;9;3;12
NUEVO LEÓN;LICENCIATURA EN ARTES;89;9;98;17;6;23;6;2;8;5;2;7
NUEVO LEÓN;LICENCIATURA EN ARTES GASTRONÓMICAS;57;49;106;12;9;21;9;8;17;3;1;4
NUEVO LEÓN;LICENCIATURA EN ARTES PLÁSTICAS;15;9;24;9;4;13;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN ARTES VISUALES;177;86;263;38;18;56;30;10;40;5;2;7
NUEVO LEÓN;LICENCIATURA EN ARTES Y HUMANIDADES;4;3;7;3;1;4;3;1;4;3;1;4
NUEVO LEÓN;LICENCIATURA EN AUDITORÍA FISCAL;11;12;23;0;0;0;4;8;12;2;5;7
NUEVO LEÓN;LICENCIATURA EN BANCA Y FINANZAS;222;180;402;3;1;4;42;38;80;19;19;38
NUEVO LEÓN;LICENCIATURA EN BIBLIOTECOLOGÍA Y CIENCIAS DE LA INFORMACIÓN;9;5;14;0;0;0;3;3;6;7;2;9
NUEVO LEÓN;LICENCIATURA EN BIOCIENCIAS;25;8;33;14;6;20;2;5;7;2;5;7
NUEVO LEÓN;LICENCIATURA EN BIOTECNOLOGÍA GENÓMICA;541;452;993;102;73;175;69;53;122;58;35;93
NUEVO LEÓN;LICENCIATURA EN CANTO;19;2;21;4;0;4;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN CIENCIA POLÍTICA;18;9;27;8;0;8;2;5;7;2;4;6
NUEVO LEÓN;LICENCIATURA EN CIENCIA POLÍTICA Y ADMINISTRACIÓN PÚBLICA;0;2;2;0;0;0;1;0;1;1;0;1
NUEVO LEÓN;LICENCIATURA EN CIENCIA POLITICA Y GOBERNANZA;20;18;38;3;3;6;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN CIENCIAS COMPUTACIONALES;143;611;754;32;147;179;23;79;102;30;71;101
NUEVO LEÓN;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;1652;1177;2829;271;214;485;427;257;684;376;204;580
NUEVO LEÓN;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;304;53;357;74;19;93;29;0;29;21;0;21
NUEVO LEÓN;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ÁREA CIENCIAS SOCIALES;7;0;7;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ÁREA FÍSICA Y MATEMÁTICAS;1;1;2;0;0;0;0;0;0;0;0;0
