ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Primer Ingreso Mujeres;Egresados Hombres;Egresados Mujeres;Egresados Total;Graduados Hombres;Graduados Mujeres;Graduados Total
DISTRITO FEDERAL;ESPECIALIDAD EN ADMINISTRACIÓN DE RIESGOS FINANCIEROS;0;0;1;1;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ADMINISTRACIÓN HOTELERA;35;1;3;4;3;1;2;3;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ADMINISTRACIÓN OPERACIONES INDUSTRIALES;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ADMINISTRACIÓN Y EVALUACIÓN DE PROYECTOS;1;1;0;1;0;2;0;2;2;0;2
DISTRITO FEDERAL;ESPECIALIDAD EN ADMINISTRACIÓN Y GESTIÓN EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ALERGIA E INMUNOLOGÍA PEDIÁTRICA;0;6;6;12;2;2;4;6;2;4;6
DISTRITO FEDERAL;ESPECIALIDAD EN ALGOLOGÍA PEDIÁTRICA;0;0;1;1;1;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ALIMENTACIÓN MASIVA;25;3;9;12;9;0;0;0;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN ALTA DIRECCIÓN;0;28;19;47;17;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ALTA DIRECCIÓN DE MERCADOTECNIA;11;8;11;19;6;2;3;5;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN AMPARO;0;58;32;90;12;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN AMPARO Y GARANTÍAS CONSTITUCIONALES;40;14;5;19;5;20;6;26;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ANÁLISIS DE OPERACIONES;1;6;0;6;0;7;0;7;7;0;7
DISTRITO FEDERAL;ESPECIALIDAD EN ANÁLISIS EXISTENCIAL Y LOGOTERAPIA;10;5;52;57;10;4;20;24;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ANATOMÍA PATOLÓGICA;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ANESTESIA CARDIOVASCULAR;10;6;4;10;4;5;4;9;5;4;9
DISTRITO FEDERAL;ESPECIALIDAD EN ANESTESIA CARDIOVASCULAR PEDIÁTRICA;1;0;1;1;1;1;0;1;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN ANESTESIA PEDIÁTRICA;0;2;11;13;6;1;5;6;1;5;6
DISTRITO FEDERAL;ESPECIALIDAD EN ANESTESIOLOGÍA;35;4;21;25;9;0;2;2;0;2;2
DISTRITO FEDERAL;ESPECIALIDAD EN ANESTESIOLOGÍA PARA LOS SERVICIOS RURALES DE LA SALUD;0;57;50;107;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ANIMACIÓN E INTERACTIVIDAD CON ACTION SCRIPT;0;0;1;1;0;1;0;1;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ARTES CULINARIAS Y TENDENCIAS EUROPEAS;30;7;2;9;2;0;0;0;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN ASESORAMIENTO PSICOPEDAGÓGICO;0;0;0;0;0;12;5;17;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ATENCIÓN EDUCATIVA A LAS NECESIDADES DE APRENDIZAJE;20;0;11;11;11;0;8;8;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ATENCIÓN PSICOLÓGICA A MIGRANTES;0;1;2;3;1;3;4;7;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN BIOÉTICA;2;2;4;6;0;0;0;0;6;48;54
DISTRITO FEDERAL;ESPECIALIDAD EN BIOLOGÍA DE LA REPRODUCCIÓN HUMANA;12;11;14;25;6;10;3;13;10;3;13
DISTRITO FEDERAL;ESPECIALIDAD EN BIOQUÍMICA CLÍNICA;0;8;9;17;3;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN BIOTECNOLOGÍA;24;14;29;43;16;5;13;18;0;2;2
DISTRITO FEDERAL;ESPECIALIDAD EN CALIDAD INTEGRAL EN LA ATENCIÓN PEDIÁTRICA;1;1;0;1;0;1;1;2;1;1;2
DISTRITO FEDERAL;ESPECIALIDAD EN CALIDAD Y PRODUCTIVIDAD;0;0;0;0;0;3;1;4;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CARDIOLOGÍA;35;94;9;103;4;28;5;33;28;5;33
DISTRITO FEDERAL;ESPECIALIDAD EN CARDIOLOGÍA GERIÁTRICA;2;1;1;2;1;1;0;1;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN CARDIOLOGÍA INTERVENCIONISTA;7;11;1;12;1;5;2;7;5;2;7
DISTRITO FEDERAL;ESPECIALIDAD EN CARDIOLOGÍA INTERVENCIONISTA PEDIÁTRICA;2;2;2;4;1;1;0;1;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN CARDIOLOGÍA NUCLEAR;2;0;1;1;1;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CARDIOLOGÍA PEDIÁTRICA;8;11;14;25;8;3;5;8;3;5;8
DISTRITO FEDERAL;ESPECIALIDAD EN CIENCIAS ANTROPOLÓGICAS;72;41;112;153;52;6;9;15;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CIENCIAS DE LA COMPUTACIÓN;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CIENCIAS DE LA EDUCACIÓN;523;35;41;76;22;15;16;31;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CIENCIAS DE LA PRODUCCIÓN Y DE LA SALUD ANIMAL;0;104;30;134;29;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CIENCIAS EN DESARROLLO RURAL;37;20;21;41;21;16;24;40;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CIRUGÍA CARDIOTORÁCICA;3;13;1;14;0;3;0;3;3;0;3
DISTRITO FEDERAL;ESPECIALIDAD EN CIRUGÍA CARDIOTORÁCICA PEDIÁTRICA;0;0;3;3;0;1;0;1;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN CIRUGÍA DE MALFORMACIONES CONGÉNITAS DEL CORAZÓN;1;0;1;1;1;1;0;1;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN CIRUGÍA GENERAL;35;40;11;51;3;2;1;3;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN CIRUGÍA PARA LOS SERVICIOS RURALES DE LA SALUD;0;84;21;105;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CIRUGÍA PEDIÁTRICA;0;6;3;9;2;2;0;2;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN COGNICIÓN Y LENGUAJE;12;0;2;2;2;0;2;2;0;2;2
DISTRITO FEDERAL;ESPECIALIDAD EN COMERCIO Y FINANZAS INTERNACIONALES;15;23;18;41;6;9;8;17;0;2;2
DISTRITO FEDERAL;ESPECIALIDAD EN COMPETENCIAS DOCENTES;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN COMPUTACIÓN Y EDUCACIÓN;38;13;25;38;25;7;6;13;5;10;15
DISTRITO FEDERAL;ESPECIALIDAD EN COMUNICACIÓN ESTRATÉGICA PARA EL MERCADO GLOBAL;25;4;6;10;6;2;5;7;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN COMUNICACIÓN INTERPERSONAL;0;2;1;3;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN COMUNICACIÓN ORGANIZACIONAL Y RELACIONES PÚBLICAS;25;6;12;18;6;5;6;11;0;2;2
DISTRITO FEDERAL;ESPECIALIDAD EN COMUNICACIÓN VISUAL;50;18;33;51;0;9;20;29;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN COMUNICACIONES NAVALES;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CONSERVACIÓN Y RESTAURACIÓN DE FOTOGRAFÍAS (PROGRAMA INTERNACIONAL);10;0;5;5;5;1;7;8;1;7;8
DISTRITO FEDERAL;ESPECIALIDAD EN CONSULTOR EN NEGOCIOS;25;7;10;17;10;12;12;24;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN CREACIÓN DE MICROEMPRESAS;0;0;0;0;0;1;0;1;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CREATIVIDAD Y ESTRATEGIA PUBLICITARIA;60;7;8;15;8;3;10;13;3;10;13
DISTRITO FEDERAL;ESPECIALIDAD EN CRIMINALÍSTICA;30;43;25;68;13;4;2;6;3;1;4
DISTRITO FEDERAL;ESPECIALIDAD EN CRIMINALÍSTICA Y CIENCIAS FORENSES;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CUBIERTAS LIGERAS;0;12;6;18;1;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN CURSO SUPERIOR DE GUERRA;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO CIVIL;25;16;7;23;7;5;2;7;6;2;8
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO CORPORATIVO;23;7;8;15;6;1;3;4;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO DE AMPARO;125;80;78;158;39;27;41;68;11;10;21
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO DE EMPRESA;50;53;51;104;19;7;6;13;0;4;4
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO DE LA PROPIEDAD INDUSTRIAL E INTELECTUAL;20;26;18;44;12;9;18;27;3;3;6
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO EMPRESARIAL;0;3;2;5;2;6;4;10;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO FISCAL;60;18;15;33;10;13;6;19;8;2;10
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO LABORAL;0;0;0;0;0;0;0;0;0;4;4
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO MERCANTIL;45;26;23;49;19;9;6;15;3;1;4
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO PENAL;749;144;108;252;42;93;73;166;12;8;20
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO PROCESAL;20;10;7;17;7;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO PÚBLICO;20;10;3;13;3;6;3;9;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DERECHO TRIBUTARIO;30;20;5;25;5;6;4;10;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DERMATOLOGÍA;5;7;14;21;3;0;5;5;0;5;5
DISTRITO FEDERAL;ESPECIALIDAD EN DERMATOLOGÍA PEDIÁTRICA;0;1;9;10;5;1;2;3;1;2;3
DISTRITO FEDERAL;ESPECIALIDAD EN DESARROLLO FARMACÉUTICO;0;6;0;6;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DESARROLLO HUMANO;72;17;83;100;34;7;49;56;1;5;6
DISTRITO FEDERAL;ESPECIALIDAD EN DESARROLLO ORGANIZACIONAL;20;0;0;0;0;1;1;2;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DIABETES MELLITUS EN EL NIÑO Y EL ADOLESCENTE;0;0;1;1;1;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DIAGNÓSTICO VETERINARIO;0;0;5;5;5;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN DE EMPRESAS INDUSTRIALES;0;0;0;0;0;2;0;2;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN DE INSTITUCIONES EDUCATIVAS;0;1;4;5;4;4;23;27;1;13;14
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN DE LA PERSONA HUMANA EN LA ORGANIZACIÓN;0;4;8;12;0;0;0;0;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN DE OPERACIONES;150;102;33;135;30;44;19;63;45;16;61
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN DE RECURSOS HUMANOS;0;5;34;39;24;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN ESTRATÉGICA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN ESTRATÉGICA DE MARCAS;65;72;81;153;29;25;34;59;7;16;23
DISTRITO FEDERAL;ESPECIALIDAD EN DIRECCIÓN INDUSTRIAL;15;20;12;32;1;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DISEÑO;0;35;19;54;0;15;11;26;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DISEÑO MULTIMEDIA;50;8;10;18;10;5;8;13;5;8;13
DISTRITO FEDERAL;ESPECIALIDAD EN DISEÑO TEXTIL;30;0;11;11;11;1;8;9;1;8;9
DISTRITO FEDERAL;ESPECIALIDAD EN DISEÑO WEB;10;2;1;3;1;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DISEÑO Y GESTIÓN DE SITIOS WEB;6;2;2;4;2;2;1;3;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DIVULGACIÓN DE LA ECONOMÍA;22;10;12;22;12;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DOCENCIA;25;12;23;35;17;5;17;22;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN DOCENCIA UNIVERSITARIA;50;1;31;32;25;0;6;6;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ECOCARDIOGRAFÍA;10;4;4;8;4;7;1;8;7;1;8
DISTRITO FEDERAL;ESPECIALIDAD EN ECOCARDIOGRAFÍA PEDIÁTRICA;6;1;4;5;4;1;3;4;1;3;4
DISTRITO FEDERAL;ESPECIALIDAD EN EDUCACIÓN;50;4;8;12;0;0;10;10;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ELECTROFISIOLOGÍA CARDIACA;4;7;1;8;1;3;1;4;3;1;4
DISTRITO FEDERAL;ESPECIALIDAD EN ELECTROFISIOLOGÍA CARDIACA PEDIÁTRICA;2;1;1;2;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ELECTRÓNICA NAVAL;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN EMPRENDEDORES DE NEGOCIOS DE ALIMENTOS Y BEBIDAS;35;21;12;33;12;4;7;11;4;7;11
DISTRITO FEDERAL;ESPECIALIDAD EN ENDOCRINOLOGÍA PEDIÁTRICA;0;4;10;14;5;1;6;7;1;6;7
DISTRITO FEDERAL;ESPECIALIDAD EN ENDODONCIA;10;12;18;30;5;6;9;15;7;6;13
DISTRITO FEDERAL;ESPECIALIDAD EN ENDOSCOPIA DIAGNOSTICA Y TERAPÉUTICA;0;1;1;2;1;1;2;3;1;2;3
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA DE LA CULTURA FÍSICA;0;1;5;6;5;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA DEL ADULTO EN ESTADO CRÍTICO;35;27;90;117;88;8;18;26;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA DEL ANCIANO;30;1;15;16;15;1;7;8;1;7;8
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA EN CARDIOVASCULAR;20;11;20;31;20;6;13;19;6;13;19
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA EN NEONATOLOGÍA;0;4;35;39;35;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA EN REHABILITACIÓN;0;2;6;8;6;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA EN SALUD MENTAL;0;2;6;8;5;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA EN SALUD PÚBLICA;0;4;22;26;22;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA INFANTIL;0;3;62;65;62;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA NEUROLÓGICA;0;1;2;3;2;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA ONCOLÓGICA;0;3;10;13;10;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFERMERÍA PERINATAL;0;1;14;15;13;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENFOQUE GESTALT;72;10;41;51;15;5;31;36;0;9;9
DISTRITO FEDERAL;ESPECIALIDAD EN ENSEÑANZA DE ESPAÑOL COMO LENGUA EXTRANJERA;0;11;44;55;15;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENSEÑANZA DEL ESPAÑOL PARA LA EDUCACIÓN BÁSICA;0;0;0;0;0;16;32;48;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENSEÑANZA DEL INGLÉS;30;4;12;16;0;1;8;9;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ENSEÑANZA INTERACTIVA;20;1;9;10;6;0;3;3;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN ENVASE Y EMBALAJE;0;0;0;0;0;1;5;6;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTADÍSTICA APLICADA;0;16;12;28;12;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTOMATOLOGÍA DEL NIÑO Y DEL ADOLESCENTE;0;11;34;45;15;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTOMATOLOGÍA EN ATENCIÓN PRIMARIA;0;19;28;47;15;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTRATEGIAS DE APRENDIZAJE;4;1;3;4;3;0;4;4;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTRATEGIAS DIDÁCTICAS;0;0;0;0;0;0;15;15;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTRATEGIAS PSICOPEDAGÓGICAS;15;0;1;1;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTUDIOS DE LA MUJER;0;1;16;17;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN ESTUDIOS DIPLOMÁTICOS;30;1;8;9;8;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FILOSOFÍA Y MEDIOS DE COMUNICACIÓN;0;0;0;0;0;3;0;3;2;0;2
DISTRITO FEDERAL;ESPECIALIDAD EN FINANZAS;147;140;90;230;39;66;55;121;17;16;33
DISTRITO FEDERAL;ESPECIALIDAD EN FINANZAS CORPORATIVAS Y BURSÁTILES;25;7;2;9;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FINANZAS EN ALTA DIRECCIÓN;25;18;13;31;5;12;11;23;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FISCAL;20;80;78;158;41;11;5;16;7;5;12
DISTRITO FEDERAL;ESPECIALIDAD EN FISCAL CORPORATIVO;60;30;21;51;21;30;21;51;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FÍSICA EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FISIOLOGÍA CARDIOPULMONAR;3;2;1;3;1;1;2;3;1;2;3
DISTRITO FEDERAL;ESPECIALIDAD EN FONIATRÍA PEDIÁTRICA;2;0;2;2;2;1;1;2;1;1;2
DISTRITO FEDERAL;ESPECIALIDAD EN FORMACIÓN DOCENTE;4;0;4;4;4;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FORMACIÓN DOCENTE EN LA EDUCACIÓN NORMAL;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FUNCIÓN MINISTERIAL;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN FUNCIÓN VISUAL;20;11;18;29;12;4;4;8;10;9;19
DISTRITO FEDERAL;ESPECIALIDAD EN GASTROENTEROLOGÍA PEDIÁTRICA;0;3;6;9;4;1;2;3;1;2;3
DISTRITO FEDERAL;ESPECIALIDAD EN GASTRONOMÍA;25;23;23;46;23;0;32;32;0;32;32
DISTRITO FEDERAL;ESPECIALIDAD EN GENERO EN EDUCACIÓN;20;4;16;20;16;1;10;11;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN GENÉTICA;0;2;6;8;2;1;3;4;1;3;4
DISTRITO FEDERAL;ESPECIALIDAD EN GERENCIA DE PROYECTOS INMOBILIARIOS;15;7;9;16;3;6;5;11;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN GERIATRÍA;0;5;1;6;0;1;3;4;1;4;5
DISTRITO FEDERAL;ESPECIALIDAD EN GESTIÓN DE EVENTOS;65;59;22;81;22;0;42;42;0;42;42
DISTRITO FEDERAL;ESPECIALIDAD EN GESTIÓN DE INNOVACIÓN DE LAS TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN GESTIÓN DE INSTITUCIONES EDUCATIVAS;9;1;0;1;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN GESTIÓN DEL CAPITAL HUMANO;10;10;31;41;8;6;15;21;1;5;6
DISTRITO FEDERAL;ESPECIALIDAD EN GESTIÓN DIRECTIVA DE CALIDAD EN EDUCACIÓN BÁSICA;30;7;20;27;20;7;37;44;2;8;10
DISTRITO FEDERAL;ESPECIALIDAD EN GESTIÓN EDUCATIVA;25;3;7;10;5;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN GESTIÓN ESTRATÉGICA DE MARCA;15;8;7;15;4;5;3;8;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN GINECOLOGÍA Y OBSTETRICIA;54;47;52;99;13;10;13;23;10;11;21
DISTRITO FEDERAL;ESPECIALIDAD EN GRUPOS Y CONVENCIONES;25;10;23;33;15;5;10;15;8;14;22
DISTRITO FEDERAL;ESPECIALIDAD EN HABILIDADES DIRECTIVAS;100;97;124;221;27;57;107;164;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN HEMATOLOGÍA DIAGNOSTICA POR LABORATORIO;57;28;29;57;29;11;30;41;10;27;37
DISTRITO FEDERAL;ESPECIALIDAD EN HEMATOLOGÍA PEDIÁTRICA;0;0;3;3;1;1;1;2;1;1;2
DISTRITO FEDERAL;ESPECIALIDAD EN HEMATOPATOLOGÍA;24;13;18;31;8;4;7;11;4;7;11
DISTRITO FEDERAL;ESPECIALIDAD EN IMPUESTOS;87;55;64;119;15;16;39;55;12;10;22
DISTRITO FEDERAL;ESPECIALIDAD EN IMPUESTOS INTERNACIONALES;0;0;0;0;0;2;2;4;1;2;3
DISTRITO FEDERAL;ESPECIALIDAD EN INFECTOLOGÍA PEDIÁTRICA;3;6;9;15;4;2;5;7;2;5;7
DISTRITO FEDERAL;ESPECIALIDAD EN INFORMÁTICA;1;7;0;7;0;7;0;7;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN INFORMÁTICA ADMINISTRATIVA;15;11;3;14;3;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN INGENIERÍA DE SISTEMAS;0;4;1;5;0;1;2;3;5;1;6
DISTRITO FEDERAL;ESPECIALIDAD EN INGENIERÍA MECÁNICA;15;25;2;27;1;15;1;16;13;2;15
DISTRITO FEDERAL;ESPECIALIDAD EN INGENIERÍA TÉRMICA;0;6;0;6;0;3;0;3;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN INGENIERÍA Y GESTIÓN DE PROYECTOS;40;40;52;92;26;34;9;43;21;8;29
DISTRITO FEDERAL;ESPECIALIDAD EN INSTITUCIONES DE DERECHO ADMINISTRATIVO;20;17;20;37;5;5;8;13;3;10;13
DISTRITO FEDERAL;ESPECIALIDAD EN INSTITUCIONES DE DERECHO FINANCIERO;20;24;18;42;11;9;9;18;1;2;3
DISTRITO FEDERAL;ESPECIALIDAD EN INSTITUCIONES DE DERECHO MERCANTIL;15;20;25;45;7;6;5;11;5;7;12
DISTRITO FEDERAL;ESPECIALIDAD EN INSTRUMENTACIÓN Y CONTROL;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN INTELIGENCIA NAVAL;1;12;0;12;0;10;0;10;10;0;10
DISTRITO FEDERAL;ESPECIALIDAD EN INTERPRETACIÓN JUDICIAL;20;3;4;7;4;6;3;9;1;0;1
DISTRITO FEDERAL;ESPECIALIDAD EN INVESTIGACIÓN DE MERCADOS;25;2;11;13;6;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN JUICIO ORAL Y PROCESO PENAL ACUSATORIO;40;42;28;70;28;53;17;70;5;1;6
DISTRITO FEDERAL;ESPECIALIDAD EN LINGÜÍSTICA APLICADA A LA ADQUISICIÓN DE UNA PRIMERA;10;0;2;2;0;0;0;0;0;1;1
DISTRITO FEDERAL;ESPECIALIDAD EN LITERATURA MEXICANA DEL SIGLO XX;16;15;16;31;10;4;3;7;4;1;5
DISTRITO FEDERAL;ESPECIALIDAD EN LOGÍSTICA Y NEGOCIOS ELECTRÓNICOS;25;10;10;20;8;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN LOGOTERAPIA;15;5;38;43;7;1;16;17;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN MANDO NAVAL;1;60;0;60;0;60;0;60;60;0;60
DISTRITO FEDERAL;ESPECIALIDAD EN MARKETING ESTRATÉGICO EN LOS NEGOCIOS;15;8;10;18;6;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN MATEMÁTICAS COMPUTACIONALES;0;0;0;0;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA AEROESPACIAL;1;0;1;1;1;1;1;2;1;1;2
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA DEL DEPORTE;0;24;22;46;0;1;1;2;1;1;2
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA DEL ENFERMO EN ESTADO CRÍTICO;15;7;8;15;3;2;2;4;1;2;3
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA DEL NIÑO Y EL ADULTO PARA LOS SERVICIOS RURALES DE LA SALUD;0;45;57;102;0;0;0;0;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA FAMILIAR;10;3;0;3;0;1;1;2;0;0;0
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA FARMACÉUTICA;0;13;17;30;0;0;1;1;1;1;2
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA FORENSE;73;74;92;166;37;1;1;2;3;6;9
DISTRITO FEDERAL;ESPECIALIDAD EN MEDICINA HOMEOPÁTICA;20;11;15;26;5;4;12;16;2;2;4
